"","ensembl_gene_id","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"ENSG00000007001","ENSG00000007001","2",157876557,158136154,1,"protein_coding","UPP2","uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]"
"ENSG00000007038","ENSG00000007038","16",2817130,2826304,1,"protein_coding","PRSS21","serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485]"
"ENSG00000007047","ENSG00000007047","19",45079288,45305284,1,"protein_coding","MARK4","microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]"
"ENSG00000007062","ENSG00000007062","4",15963076,16084378,-1,"protein_coding","PROM1","prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]"
"ENSG00000007080","ENSG00000007080","19",17932588,17944914,1,"protein_coding","CCDC124","coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]"
"ENSG00000007129","ENSG00000007129","19",41549518,41586844,1,"protein_coding","CEACAM21","CEA cell adhesion molecule 21 [Source:HGNC Symbol;Acc:HGNC:28834]"
"ENSG00000007168","ENSG00000007168","17",2593183,2685627,1,"protein_coding","PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]"
"ENSG00000007171","ENSG00000007171","17",27755283,27800758,-1,"protein_coding","NOS2","nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]"
"ENSG00000007174","ENSG00000007174","17",11598457,11969748,1,"protein_coding","DNAH9","dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]"
"ENSG00000007202","ENSG00000007202","17",28614440,28645454,-1,"protein_coding","BLTP2","bridge-like lipid transfer protein family member 2 [Source:HGNC Symbol;Acc:HGNC:28960]"
"ENSG00000007216","ENSG00000007216","17",28473275,28497782,1,"protein_coding","SLC13A2","solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]"
"ENSG00000007237","ENSG00000007237","17",9910606,10198912,-1,"protein_coding","GAS7","growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]"
"ENSG00000007255","ENSG00000007255","19",45162928,45178268,-1,"protein_coding","TRAPPC6A","trafficking protein particle complex subunit 6A [Source:HGNC Symbol;Acc:HGNC:23069]"
"ENSG00000007264","ENSG00000007264","19",3777969,3802129,-1,"protein_coding","MATK","megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]"
"ENSG00000007306","ENSG00000007306","19",41666629,41706976,-1,"protein_coding","CEACAM7","CEA cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819]"
"ENSG00000007312","ENSG00000007312","17",63928738,63932629,-1,"protein_coding","CD79B","CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]"
"ENSG00000007314","ENSG00000007314","17",63938554,63972918,-1,"protein_coding","SCN4A","sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]"
"ENSG00000007341","ENSG00000007341","1",112523473,112620825,-1,"protein_coding","ST7L","suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441]"
"ENSG00000007350","ENSG00000007350","X",154295795,154330350,1,"protein_coding","TKTL1","transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]"
"ENSG00000007372","ENSG00000007372","11",31784779,31817967,-1,"protein_coding","PAX6","paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]"
"ENSG00000007376","ENSG00000007376","16",784974,788406,-1,"protein_coding","RPUSD1","RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]"
"ENSG00000007384","ENSG00000007384","16",58058,78176,-1,"protein_coding","RHBDF1","rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]"
"ENSG00000007392","ENSG00000007392","16",188943,229485,-1,"protein_coding","LUC7L","LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]"
"ENSG00000007402","ENSG00000007402","3",50362613,50504244,-1,"protein_coding","CACNA2D2","calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]"
"ENSG00000007516","ENSG00000007516","16",1333638,1349439,1,"protein_coding","BAIAP3","BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]"
"ENSG00000007520","ENSG00000007520","16",1349236,1351898,-1,"protein_coding","TSR3","TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175]"
"ENSG00000007541","ENSG00000007541","16",566995,584121,1,"protein_coding","PIGQ","phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]"
"ENSG00000007545","ENSG00000007545","16",1612337,1677908,1,"protein_coding","CRAMP1","cramped chromatin regulator 1 [Source:HGNC Symbol;Acc:HGNC:14122]"
"ENSG00000007866","ENSG00000007866","6",35473597,35497868,-1,"protein_coding","TEAD3","TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716]"
"ENSG00000007908","ENSG00000007908","1",169722640,169764705,-1,"protein_coding","SELE","selectin E [Source:HGNC Symbol;Acc:HGNC:10718]"
"ENSG00000007923","ENSG00000007923","1",6634167,6701924,-1,"protein_coding","DNAJC11","DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]"
"ENSG00000007933","ENSG00000007933","1",171085113,171118675,1,"protein_coding","FMO3","flavin containing dimethylaniline monoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]"
"ENSG00000007944","ENSG00000007944","6",16129063,16151367,1,"protein_coding","MYLIP","myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]"
"ENSG00000007952","ENSG00000007952","X",100843324,100874464,-1,"protein_coding","NOX1","NADPH oxidase 1 [Source:HGNC Symbol;Acc:HGNC:7889]"
"ENSG00000007968","ENSG00000007968","1",23506423,23531241,-1,"protein_coding","E2F2","E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]"
"ENSG00000008018","ENSG00000008018","6",170428569,170553327,-1,"protein_coding","PSMB1","proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]"
"ENSG00000008056","ENSG00000008056","X",47571890,47619970,-1,"protein_coding","SYN1","synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]"
"ENSG00000008083","ENSG00000008083","6",15244937,15522042,1,"protein_coding","JARID2","jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]"
"ENSG00000008086","ENSG00000008086","X",18425581,18653629,1,"protein_coding","CDKL5","cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]"
"ENSG00000008118","ENSG00000008118","1",209583714,209613939,1,"protein_coding","CAMK1G","calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]"
"ENSG00000008128","ENSG00000008128","1",1702379,1724571,-1,"protein_coding","CDK11A","cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]"
"ENSG00000008130","ENSG00000008130","1",1751232,1780544,-1,"protein_coding","NADK","NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]"
"ENSG00000008196","ENSG00000008196","6",50818702,50847619,1,"protein_coding","TFAP2B","transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]"
"ENSG00000008197","ENSG00000008197","6",50713526,50773033,1,"protein_coding","TFAP2D","transcription factor AP-2 delta [Source:HGNC Symbol;Acc:HGNC:15581]"
"ENSG00000008226","ENSG00000008226","3",38039190,38124025,1,"protein_coding","DLEC1","DLEC1 cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:2899]"
"ENSG00000008256","ENSG00000008256","7",6148751,6272677,-1,"protein_coding","CYTH3","cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]"
"ENSG00000008277","ENSG00000008277","7",87934136,88202889,1,"protein_coding","ADAM22","ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]"
"ENSG00000008282","ENSG00000008282","7",106086672,106112618,-1,"protein_coding","SYPL1","synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]"
"ENSG00000008283","ENSG00000008283","17",63432298,63447108,-1,"protein_coding","CYB561","cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]"
"ENSG00000008294","ENSG00000008294","17",50962174,51120926,-1,"protein_coding","SPAG9","sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]"
"ENSG00000008300","ENSG00000008300","3",48636463,48662886,-1,"protein_coding","CELSR3","cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]"
"ENSG00000008311","ENSG00000008311","7",122064583,122144489,-1,"protein_coding","AASS","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]"
"ENSG00000008323","ENSG00000008323","12",6310167,6328934,1,"protein_coding","PLEKHG6","pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]"
"ENSG00000008324","ENSG00000008324","3",42581840,42596985,1,"protein_coding","SS18L2","SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]"
"ENSG00000008382","ENSG00000008382","19",4343527,4360086,1,"protein_coding","MPND","MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]"
"ENSG00000008394","ENSG00000008394","12",16270832,16609259,1,"protein_coding","MGST1","microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]"
"ENSG00000008405","ENSG00000008405","12",106991364,107093857,-1,"protein_coding","CRY1","cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]"
"ENSG00000008438","ENSG00000008438","19",46019153,46023367,-1,"protein_coding","PGLYRP1","peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]"
"ENSG00000008441","ENSG00000008441","19",12995401,13098796,1,"protein_coding","NFIX","nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]"
"ENSG00000008513","ENSG00000008513","8",133454848,133572518,-1,"protein_coding","ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]"
"ENSG00000008516","ENSG00000008516","16",3046062,3060729,1,"protein_coding","MMP25","matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]"
"ENSG00000008517","ENSG00000008517","16",3064301,3082192,1,"protein_coding","IL32","interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]"
"ENSG00000008710","ENSG00000008710","16",2088708,2135898,-1,"protein_coding","PKD1","polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]"
"ENSG00000008735","ENSG00000008735","22",50600659,50613981,1,"protein_coding","MAPK8IP2","mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]"
"ENSG00000008838","ENSG00000008838","17",40019097,40061215,-1,"protein_coding","MED24","mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]"
"ENSG00000008853","ENSG00000008853","8",22987222,23020723,1,"protein_coding","RHOBTB2","Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]"
"ENSG00000008869","ENSG00000008869","2",36968383,37084409,-1,"protein_coding","HEATR5B","HEAT repeat containing 5B [Source:HGNC Symbol;Acc:HGNC:29273]"
"ENSG00000008952","ENSG00000008952","3",169966635,169998373,1,"protein_coding","SEC62","SEC62 preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]"
"ENSG00000008988","ENSG00000008988","8",56020034,56074575,-1,"protein_coding","RPS20","ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]"
"ENSG00000009307","ENSG00000009307","1",114716913,114758704,-1,"protein_coding","CSDE1","cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]"
"ENSG00000009335","ENSG00000009335","7",157138908,157269372,1,"protein_coding","UBE3C","ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]"
"ENSG00000009413","ENSG00000009413","6",111299028,111483729,-1,"protein_coding","REV3L","REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]"
"ENSG00000009694","ENSG00000009694","X",124375903,125204312,-1,"protein_coding","TENM1","teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]"
"ENSG00000009709","ENSG00000009709","1",18630846,18748876,1,"protein_coding","PAX7","paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]"
"ENSG00000009724","ENSG00000009724","1",11022009,11047273,-1,"protein_coding","MASP2","MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]"
"ENSG00000009765","ENSG00000009765","6",150368892,150405969,1,"protein_coding","IYD","iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071]"
"ENSG00000009780","ENSG00000009780","1",27725946,27763118,1,"protein_coding","FAM76A","family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]"
"ENSG00000009790","ENSG00000009790","1",209755573,209782320,1,"protein_coding","TRAF3IP3","TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]"
"ENSG00000009830","ENSG00000009830","14",77274956,77320898,-1,"protein_coding","POMT2","protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]"
"ENSG00000009844","ENSG00000009844","6",142147162,142224685,1,"protein_coding","VTA1","vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]"
"ENSG00000009950","ENSG00000009950","7",73593194,73624575,-1,"protein_coding","MLXIPL","MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]"
"ENSG00000009954","ENSG00000009954","7",73440406,73522293,-1,"protein_coding","BAZ1B","bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]"
"ENSG00000010017","ENSG00000010017","6",13620859,13712089,-1,"protein_coding","RANBP9","RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]"
"ENSG00000010030","ENSG00000010030","6",36352630,36387801,-1,"protein_coding","ETV7","ETS variant transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18160]"
"ENSG00000010072","ENSG00000010072","1",231337104,231375416,1,"protein_coding","SPRTN","SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]"
"ENSG00000010165","ENSG00000010165","1",171781420,171814023,1,"protein_coding","METTL13","methyltransferase 13, eEF1A N-terminus and K55 [Source:HGNC Symbol;Acc:HGNC:24248]"
"ENSG00000010219","ENSG00000010219","12",4562187,4616764,1,"protein_coding","DYRK4","dual specificity tyrosine phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095]"
"ENSG00000010244","ENSG00000010244","17",32350122,32381885,1,"protein_coding","ZNF207","zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998]"
"ENSG00000010256","ENSG00000010256","3",48598990,48610976,-1,"protein_coding","UQCRC1","ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]"
"ENSG00000010270","ENSG00000010270","7",38178217,38230688,1,"protein_coding","STARD3NL","STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]"
"ENSG00000010278","ENSG00000010278","12",6199715,6238271,1,"protein_coding","CD9","CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]"
"ENSG00000010282","ENSG00000010282","3",42692661,42703260,-1,"protein_coding","HHATL","hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242]"
"ENSG00000010292","ENSG00000010292","12",6493356,6531970,1,"protein_coding","NCAPD2","non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]"
"ENSG00000010295","ENSG00000010295","12",6538961,6556102,-1,"protein_coding","IFFO1","intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]"
"ENSG00000010310","ENSG00000010310","19",45668207,45683722,1,"protein_coding","GIPR","gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271]"
"ENSG00000010318","ENSG00000010318","3",52410504,52427966,1,"protein_coding","PHF7","PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]"
"ENSG00000010319","ENSG00000010319","3",52433035,52445103,-1,"protein_coding","SEMA3G","semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]"
"ENSG00000010322","ENSG00000010322","3",52455118,52493081,1,"protein_coding","NISCH","nischarin [Source:HGNC Symbol;Acc:HGNC:18006]"
"ENSG00000010327","ENSG00000010327","3",52495331,52524512,1,"protein_coding","STAB1","stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]"
"ENSG00000010361","ENSG00000010361","19",49806866,49817376,-1,"protein_coding","FUZ","fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]"
"ENSG00000010379","ENSG00000010379","12",220621,264195,-1,"protein_coding","SLC6A13","solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]"
"ENSG00000010404","ENSG00000010404","X",149476988,149521096,-1,"protein_coding","IDS","iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]"
"ENSG00000010438","ENSG00000010438","9",33750679,33799231,1,"protein_coding","PRSS3","serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]"
"ENSG00000010539","ENSG00000010539","16",3222324,3236221,-1,"protein_coding","ZNF200","zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993]"
"ENSG00000010610","ENSG00000010610","12",6786858,6820807,1,"protein_coding","CD4","CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]"
"ENSG00000010626","ENSG00000010626","12",6873455,6914243,1,"protein_coding","LRRC23","leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]"
"ENSG00000010671","ENSG00000010671","X",101349338,101390796,-1,"protein_coding","BTK","Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]"
"ENSG00000010704","ENSG00000010704","6",26087226,26098343,1,"protein_coding","HFE","homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]"
"ENSG00000010803","ENSG00000010803","1",41025400,41242324,-1,"protein_coding","SCMH1","Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]"
"ENSG00000010810","ENSG00000010810","6",111660332,111873479,-1,"protein_coding","FYN","FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]"
"ENSG00000010818","ENSG00000010818","6",142751467,142956698,-1,"protein_coding","HIVEP2","HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]"
"ENSG00000010932","ENSG00000010932","1",171248471,171285978,1,"protein_coding","FMO1","flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]"
"ENSG00000011007","ENSG00000011007","1",23743153,23762059,1,"protein_coding","ELOA","elongin A [Source:HGNC Symbol;Acc:HGNC:11620]"
"ENSG00000011009","ENSG00000011009","1",23791110,23795545,1,"protein_coding","LYPLA2","lysophospholipase 2 [Source:HGNC Symbol;Acc:HGNC:6738]"
"ENSG00000011021","ENSG00000011021","1",11806096,11848080,1,"protein_coding","CLCN6","chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]"
"ENSG00000011028","ENSG00000011028","17",62627417,62693597,1,"protein_coding","MRC2","mannose receptor C-type 2 [Source:HGNC Symbol;Acc:HGNC:16875]"
"ENSG00000011052","ENSG00000011052","17",51153590,51171744,1,"protein_coding","NME1-NME2","NME1-NME2 readthrough [Source:HGNC Symbol;Acc:HGNC:33531]"
"ENSG00000011083","ENSG00000011083","5",150190041,150222788,1,"protein_coding","SLC6A7","solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]"
"ENSG00000011105","ENSG00000011105","12",3071181,3286564,1,"protein_coding","TSPAN9","tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]"
"ENSG00000011114","ENSG00000011114","14",93237550,93333092,-1,"protein_coding","BTBD7","BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]"
"ENSG00000011132","ENSG00000011132","19",3750772,3761700,-1,"protein_coding","APBA3","amyloid beta precursor protein binding family A member 3 [Source:HGNC Symbol;Acc:HGNC:580]"
"ENSG00000011143","ENSG00000011143","17",58205350,58219605,-1,"protein_coding","MKS1","MKS transition zone complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7121]"
"ENSG00000011198","ENSG00000011198","3",43690108,43734371,1,"protein_coding","ABHD5","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]"
"ENSG00000011201","ENSG00000011201","X",8528874,8732195,-1,"protein_coding","ANOS1","anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]"
"ENSG00000011243","ENSG00000011243","19",15380046,15419141,-1,"protein_coding","AKAP8L","A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]"
"ENSG00000011258","ENSG00000011258","17",51177419,51261114,-1,"protein_coding","MBTD1","mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]"
"ENSG00000011260","ENSG00000011260","17",51260477,51297936,1,"protein_coding","UTP18","UTP18 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]"
"ENSG00000011275","ENSG00000011275","7",5620047,5781696,-1,"protein_coding","RNF216","ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]"
